dataset,mode,cycle,decoder,sequence_index,bit_true,bit_pred_hard,cost0,cost1,margin,payload_index,char_index,bit_in_char
NULO,RAW,2,hard_vector,46,1,1,21.817543796217223,17.18923002506824,4.6283137711489815,,,
NULO,RAW,2,hard_vector,47,0,0,6.269439942603736,11.508628696155672,5.239188753551936,,,
NULO,RAW,2,hard_vector,48,1,0,47.20515457567163,63.69770313560771,16.492548559936083,,,
NULO,RAW,2,hard_vector,49,0,0,27.55494862632807,29.68421373782603,2.1292651114979613,,,
NULO,RAW,2,hard_vector,50,1,0,19.635118379649736,45.436707249213676,25.80158886956394,,,
NULO,RAW,2,hard_vector,51,0,0,4.036349854259015,18.967069691736476,14.930719837477461,,,
NULO,RAW,2,hard_vector,52,1,0,7.582104519269726,26.268685140606664,18.686580621336937,,,
NULO,RAW,2,hard_vector,53,0,0,35.29928744525915,70.39584697491694,35.09655952965779,,,
NULO,RAW,2,hard_vector,54,1,0,1.5221237313819176,2.9444551162108965,1.422331384828979,,,
NULO,RAW,2,hard_vector,55,1,0,17.230365841952125,25.126468911129848,7.896103069177723,,,
NULO,RAW,2,hard_vector,56,0,0,11.462674883601881,17.27843571724322,5.815760833641338,,,
NULO,RAW,2,hard_vector,57,1,0,4.719924231709781,15.315258444248768,10.595334212538987,,,
NULO,RAW,2,hard_vector,58,0,0,3.7985280102567347,5.245425652917715,1.4468976426609799,,,
NULO,RAW,2,hard_vector,59,1,0,27.92892597633715,41.50269933950411,13.57377336316696,,,
NULO,RAW,2,hard_vector,60,1,0,9.426982861447005,19.78914306473713,10.362160203290124,,,
NULO,RAW,2,soft_vector_codebook,16,0,0,3.7065243988771717,14.309434097736398,10.602909698859227,0.0,0.0,0.0
NULO,RAW,2,soft_vector_codebook,17,1,0,14.73136857124417,27.920491945809136,13.189123374564966,1.0,1.0,0.0
NULO,RAW,2,soft_vector_codebook,18,0,1,10.826576443837952,4.966527252275066,5.8600491915628865,2.0,2.0,0.0
NULO,RAW,2,soft_vector_codebook,19,0,1,17.099062501281946,3.136536929714056,13.96252557156789,3.0,3.0,0.0
NULO,RAW,2,soft_vector_codebook,20,1,1,21.33783314008493,18.365169106990322,2.972664033094606,4.0,4.0,0.0
NULO,RAW,2,soft_vector_codebook,21,1,0,11.358406019681533,22.79630462204493,11.437898602363395,5.0,0.0,1.0
NULO,RAW,2,soft_vector_codebook,22,0,0,15.972328595441228,33.049329328075565,17.07700073263434,6.0,1.0,1.0
NULO,RAW,2,soft_vector_codebook,23,0,1,12.192775776807633,2.9005840012160524,9.29219177559158,7.0,2.0,1.0
NULO,RAW,2,soft_vector_codebook,24,0,0,31.590033901788786,36.23394895713076,4.643915055341971,8.0,3.0,1.0
NULO,RAW,2,soft_vector_codebook,25,0,0,15.936724771428073,17.45573101564143,1.5190062442133563,9.0,4.0,1.0
NULO,RAW,2,soft_vector_codebook,26,0,0,25.001120334321957,28.21311787033573,3.2119975360137722,10.0,0.0,2.0
NULO,RAW,2,soft_vector_codebook,27,0,0,8.836623518376758,27.34893646212437,18.512312943747613,11.0,1.0,2.0
NULO,RAW,2,soft_vector_codebook,28,0,0,14.20962610360748,25.243675478777558,11.034049375170078,12.0,2.0,2.0
NULO,RAW,2,soft_vector_codebook,29,1,1,7.337658559087709,7.273085028773049,0.06457353031465995,13.0,3.0,2.0
NULO,RAW,2,soft_vector_codebook,30,1,0,4.732703109561679,6.4796984500954675,1.7469953405337888,14.0,4.0,2.0
NULO,RAW,2,soft_vector_codebook,31,0,1,6.7263462041638755,1.3482678366238208,5.378078367540055,15.0,0.0,3.0
NULO,RAW,2,soft_vector_codebook,32,0,1,29.330290067637453,17.594781047018582,11.73550902061887,16.0,1.0,3.0
NULO,RAW,2,soft_vector_codebook,33,1,1,8.380060926346252,1.7405103174993521,6.6395506088469,17.0,2.0,3.0
NULO,RAW,2,soft_vector_codebook,34,1,0,34.606258364326685,34.7536755165484,0.14741715222171337,18.0,3.0,3.0
NULO,RAW,2,soft_vector_codebook,35,1,0,9.213259365991938,18.862717669854863,9.649458303862925,19.0,4.0,3.0
NULO,RAW,2,soft_vector_codebook,36,1,0,13.993590095034605,30.08203539177756,16.088445296742954,20.0,0.0,4.0
